vtx-D06-n18-n4-n2	Δ = -18	bi.bi = -4	b0.bi = -2	4 x (irr-D6-12)
vtx-D06-902-49-39	Δ = 902	bi.bi = 49	b0.bi = 39	9 x (irr-D6-12) + 29 x (irr-D6-32-h) + 6 x (irr-D6-66)
vtx-D06-902-88-50-a	Δ = 902	bi.bi = 88	b0.bi = 50	22 x (irr-D6-32-h) + 4 x (irr-D6-66) + 2 x (irr-D6-352a-h)
vtx-D06-902-88-50-b	Δ = 902	bi.bi = 88	b0.bi = 50	6 x (irr-D6-12) + 12 x (irr-D6-32-h) + 4 x (irr-D6-66) + 2 x (irr-D6-220)
vtx-D06-902-88-50-c	Δ = 902	bi.bi = 88	b0.bi = 50	3 x (irr-D6-12) + 17 x (irr-D6-32-h) + 4 x (irr-D6-66) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-902-127-61	Δ = 902	bi.bi = 127	b0.bi = 61	2 x (irr-D6-66) + 1 x (irr-D6-352a-h) + 3 x (irr-D6-220)
vtx-D06-902-159-65	Δ = 902	bi.bi = 159	b0.bi = 65	7 x (irr-D6-12) + 3 x (irr-D6-32-h) + 1 x (irr-D6-66) + 4 x (irr-D6-77) + 1 x (irr-D6-462)
vtx-D06-903-129-59	Δ = 903	bi.bi = 129	b0.bi = 59	9 x (irr-D6-12) + 5 x (irr-D6-32-h) + 2 x (irr-D6-66) + 2 x (irr-D6-77) + 1 x (irr-D6-495)
vtx-D06-904-39-35	Δ = 904	bi.bi = 39	b0.bi = 35	23 x (irr-D6-12) + 31 x (irr-D6-32-h) + 3 x (irr-D6-66)
vtx-D06-904-78-46-a	Δ = 904	bi.bi = 78	b0.bi = 46	17 x (irr-D6-12) + 19 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-904-78-46-b	Δ = 904	bi.bi = 78	b0.bi = 46	14 x (irr-D6-12) + 24 x (irr-D6-32-h) + 1 x (irr-D6-66) + 2 x (irr-D6-352a-h)
vtx-D06-904-78-46-c	Δ = 904	bi.bi = 78	b0.bi = 46	20 x (irr-D6-12) + 14 x (irr-D6-32-h) + 1 x (irr-D6-66) + 2 x (irr-D6-220)
vtx-D06-905-65-43-a	Δ = 905	bi.bi = 65	b0.bi = 43	9 x (irr-D6-12) + 34 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-77) + 1 x (irr-D6-352a-h)
vtx-D06-905-65-43-b	Δ = 905	bi.bi = 65	b0.bi = 43	12 x (irr-D6-12) + 29 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-77) + 1 x (irr-D6-220)
vtx-D06-906-29-31	Δ = 906	bi.bi = 29	b0.bi = 31	37 x (irr-D6-12) + 33 x (irr-D6-32-h)
vtx-D06-906-52-40	Δ = 906	bi.bi = 52	b0.bi = 40	4 x (irr-D6-12) + 44 x (irr-D6-32-h) + 1 x (irr-D6-66) + 2 x (irr-D6-77)
vtx-D06-906-72-46-a	Δ = 906	bi.bi = 72	b0.bi = 46	25 x (irr-D6-32-h) + 6 x (irr-D6-66) + 1 x (irr-D6-352a-h)
vtx-D06-906-72-46-b	Δ = 906	bi.bi = 72	b0.bi = 46	3 x (irr-D6-12) + 20 x (irr-D6-32-h) + 6 x (irr-D6-66) + 1 x (irr-D6-220)
vtx-D06-906-111-57	Δ = 906	bi.bi = 111	b0.bi = 57	3 x (irr-D6-32-h) + 4 x (irr-D6-66) + 3 x (irr-D6-220)
vtx-D06-907-152-66	Δ = 907	bi.bi = 152	b0.bi = 66	1 x (irr-D6-32-h) + 2 x (irr-D6-66) + 2 x (irr-D6-77) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-495)
vtx-D06-908-62-42-a	Δ = 908	bi.bi = 62	b0.bi = 42	14 x (irr-D6-12) + 27 x (irr-D6-32-h) + 3 x (irr-D6-66) + 1 x (irr-D6-352a-h)
vtx-D06-908-62-42-b	Δ = 908	bi.bi = 62	b0.bi = 42	17 x (irr-D6-12) + 22 x (irr-D6-32-h) + 3 x (irr-D6-66) + 1 x (irr-D6-220)
vtx-D06-908-101-53-a	Δ = 908	bi.bi = 101	b0.bi = 53	8 x (irr-D6-12) + 15 x (irr-D6-32-h) + 1 x (irr-D6-66) + 2 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-908-101-53-b	Δ = 908	bi.bi = 101	b0.bi = 53	11 x (irr-D6-12) + 10 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-352a-h) + 2 x (irr-D6-220)
vtx-D06-908-101-53-c	Δ = 908	bi.bi = 101	b0.bi = 53	5 x (irr-D6-12) + 20 x (irr-D6-32-h) + 1 x (irr-D6-66) + 3 x (irr-D6-352a-h)
vtx-D06-908-101-53-d	Δ = 908	bi.bi = 101	b0.bi = 53	14 x (irr-D6-12) + 5 x (irr-D6-32-h) + 1 x (irr-D6-66) + 3 x (irr-D6-220)
vtx-D06-908-116-54	Δ = 908	bi.bi = 116	b0.bi = 54	28 x (irr-D6-12) + 1 x (irr-D6-66) + 1 x (irr-D6-77) + 1 x (irr-D6-495)
vtx-D06-909-49-39	Δ = 909	bi.bi = 49	b0.bi = 39	9 x (irr-D6-12) + 37 x (irr-D6-32-h) + 3 x (irr-D6-66) + 1 x (irr-D6-77)
vtx-D06-909-88-50-a	Δ = 909	bi.bi = 88	b0.bi = 50	6 x (irr-D6-12) + 20 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-77) + 2 x (irr-D6-220)
vtx-D06-909-88-50-b	Δ = 909	bi.bi = 88	b0.bi = 50	3 x (irr-D6-12) + 25 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-77) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-909-88-50-c	Δ = 909	bi.bi = 88	b0.bi = 50	30 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-77) + 2 x (irr-D6-352a-h)
vtx-D06-910-52-38-a	Δ = 910	bi.bi = 52	b0.bi = 38	28 x (irr-D6-12) + 29 x (irr-D6-32-h) + 1 x (irr-D6-352a-h)
vtx-D06-910-52-38-b	Δ = 910	bi.bi = 52	b0.bi = 38	31 x (irr-D6-12) + 24 x (irr-D6-32-h) + 1 x (irr-D6-220)
vtx-D06-910-56-42	Δ = 910	bi.bi = 56	b0.bi = 42	28 x (irr-D6-32-h) + 8 x (irr-D6-66)
vtx-D06-911-39-35	Δ = 911	bi.bi = 39	b0.bi = 35	23 x (irr-D6-12) + 39 x (irr-D6-32-h) + 1 x (irr-D6-77)
vtx-D06-911-136-62	Δ = 911	bi.bi = 136	b0.bi = 62	4 x (irr-D6-32-h) + 4 x (irr-D6-66) + 2 x (irr-D6-77) + 1 x (irr-D6-495)
vtx-D06-912-46-38	Δ = 912	bi.bi = 46	b0.bi = 38	14 x (irr-D6-12) + 30 x (irr-D6-32-h) + 5 x (irr-D6-66)
vtx-D06-912-85-49-a	Δ = 912	bi.bi = 85	b0.bi = 49	11 x (irr-D6-12) + 13 x (irr-D6-32-h) + 3 x (irr-D6-66) + 2 x (irr-D6-220)
vtx-D06-912-85-49-b	Δ = 912	bi.bi = 85	b0.bi = 49	5 x (irr-D6-12) + 23 x (irr-D6-32-h) + 3 x (irr-D6-66) + 2 x (irr-D6-352a-h)
vtx-D06-912-85-49-c	Δ = 912	bi.bi = 85	b0.bi = 49	8 x (irr-D6-12) + 18 x (irr-D6-32-h) + 3 x (irr-D6-66) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-912-124-60-a	Δ = 912	bi.bi = 124	b0.bi = 60	5 x (irr-D6-12) + 1 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-352a-h) + 3 x (irr-D6-220)
vtx-D06-912-124-60-b	Δ = 912	bi.bi = 124	b0.bi = 60	2 x (irr-D6-12) + 6 x (irr-D6-32-h) + 1 x (irr-D6-66) + 2 x (irr-D6-352a-h) + 2 x (irr-D6-220)
vtx-D06-912-156-64	Δ = 912	bi.bi = 156	b0.bi = 64	12 x (irr-D6-12) + 4 x (irr-D6-32-h) + 4 x (irr-D6-77) + 1 x (irr-D6-462)
vtx-D06-913-72-46-a	Δ = 913	bi.bi = 72	b0.bi = 46	33 x (irr-D6-32-h) + 3 x (irr-D6-66) + 1 x (irr-D6-77) + 1 x (irr-D6-352a-h)
vtx-D06-913-72-46-b	Δ = 913	bi.bi = 72	b0.bi = 46	3 x (irr-D6-12) + 28 x (irr-D6-32-h) + 3 x (irr-D6-66) + 1 x (irr-D6-77) + 1 x (irr-D6-220)
vtx-D06-913-111-57	Δ = 913	bi.bi = 111	b0.bi = 57	11 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-77) + 3 x (irr-D6-220)
vtx-D06-913-126-58	Δ = 913	bi.bi = 126	b0.bi = 58	14 x (irr-D6-12) + 6 x (irr-D6-32-h) + 1 x (irr-D6-66) + 2 x (irr-D6-77) + 1 x (irr-D6-495)
vtx-D06-914-36-34	Δ = 914	bi.bi = 36	b0.bi = 34	28 x (irr-D6-12) + 32 x (irr-D6-32-h) + 2 x (irr-D6-66)
vtx-D06-914-75-45-a	Δ = 914	bi.bi = 75	b0.bi = 45	25 x (irr-D6-12) + 15 x (irr-D6-32-h) + 2 x (irr-D6-220)
vtx-D06-914-75-45-b	Δ = 914	bi.bi = 75	b0.bi = 45	22 x (irr-D6-12) + 20 x (irr-D6-32-h) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-914-75-45-c	Δ = 914	bi.bi = 75	b0.bi = 45	19 x (irr-D6-12) + 25 x (irr-D6-32-h) + 2 x (irr-D6-352a-h)
vtx-D06-915-62-42-a	Δ = 915	bi.bi = 62	b0.bi = 42	14 x (irr-D6-12) + 35 x (irr-D6-32-h) + 1 x (irr-D6-77) + 1 x (irr-D6-352a-h)
vtx-D06-915-62-42-b	Δ = 915	bi.bi = 62	b0.bi = 42	17 x (irr-D6-12) + 30 x (irr-D6-32-h) + 1 x (irr-D6-77) + 1 x (irr-D6-220)
vtx-D06-916-49-39	Δ = 916	bi.bi = 49	b0.bi = 39	9 x (irr-D6-12) + 45 x (irr-D6-32-h) + 2 x (irr-D6-77)
vtx-D06-916-69-45-a	Δ = 916	bi.bi = 69	b0.bi = 45	8 x (irr-D6-12) + 21 x (irr-D6-32-h) + 5 x (irr-D6-66) + 1 x (irr-D6-220)
vtx-D06-916-69-45-b	Δ = 916	bi.bi = 69	b0.bi = 45	5 x (irr-D6-12) + 26 x (irr-D6-32-h) + 5 x (irr-D6-66) + 1 x (irr-D6-352a-h)
vtx-D06-916-108-56-a	Δ = 916	bi.bi = 108	b0.bi = 56	2 x (irr-D6-12) + 9 x (irr-D6-32-h) + 3 x (irr-D6-66) + 1 x (irr-D6-352a-h) + 2 x (irr-D6-220)
vtx-D06-916-108-56-b	Δ = 916	bi.bi = 108	b0.bi = 56	5 x (irr-D6-12) + 4 x (irr-D6-32-h) + 3 x (irr-D6-66) + 3 x (irr-D6-220)
vtx-D06-916-179-71	Δ = 916	bi.bi = 179	b0.bi = 71	3 x (irr-D6-12) + 4 x (irr-D6-77) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-462)
vtx-D06-917-56-42	Δ = 917	bi.bi = 56	b0.bi = 42	36 x (irr-D6-32-h) + 5 x (irr-D6-66) + 1 x (irr-D6-77)
vtx-D06-917-149-65	Δ = 917	bi.bi = 149	b0.bi = 65	5 x (irr-D6-12) + 2 x (irr-D6-32-h) + 1 x (irr-D6-66) + 2 x (irr-D6-77) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-495)
vtx-D06-918-59-41-a	Δ = 918	bi.bi = 59	b0.bi = 41	19 x (irr-D6-12) + 28 x (irr-D6-32-h) + 2 x (irr-D6-66) + 1 x (irr-D6-352a-h)
vtx-D06-918-59-41-b	Δ = 918	bi.bi = 59	b0.bi = 41	22 x (irr-D6-12) + 23 x (irr-D6-32-h) + 2 x (irr-D6-66) + 1 x (irr-D6-220)
vtx-D06-918-98-52-a	Δ = 918	bi.bi = 98	b0.bi = 52	16 x (irr-D6-12) + 11 x (irr-D6-32-h) + 1 x (irr-D6-352a-h) + 2 x (irr-D6-220)
vtx-D06-918-98-52-b	Δ = 918	bi.bi = 98	b0.bi = 52	19 x (irr-D6-12) + 6 x (irr-D6-32-h) + 3 x (irr-D6-220)
vtx-D06-918-98-52-c	Δ = 918	bi.bi = 98	b0.bi = 52	10 x (irr-D6-12) + 21 x (irr-D6-32-h) + 3 x (irr-D6-352a-h)
vtx-D06-918-98-52-d	Δ = 918	bi.bi = 98	b0.bi = 52	13 x (irr-D6-12) + 16 x (irr-D6-32-h) + 2 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-918-113-53	Δ = 918	bi.bi = 113	b0.bi = 53	33 x (irr-D6-12) + 1 x (irr-D6-32-h) + 1 x (irr-D6-77) + 1 x (irr-D6-495)
vtx-D06-918-136-62	Δ = 918	bi.bi = 136	b0.bi = 62	12 x (irr-D6-32-h) + 1 x (irr-D6-66) + 3 x (irr-D6-77) + 1 x (irr-D6-495)
vtx-D06-918-258-84	Δ = 918	bi.bi = 258	b0.bi = 84	10 x (irr-D6-12) + 1 x (irr-D6-1728-h)
vtx-D06-919-46-38	Δ = 919	bi.bi = 46	b0.bi = 38	14 x (irr-D6-12) + 38 x (irr-D6-32-h) + 2 x (irr-D6-66) + 1 x (irr-D6-77)
vtx-D06-919-85-49-a	Δ = 919	bi.bi = 85	b0.bi = 49	8 x (irr-D6-12) + 26 x (irr-D6-32-h) + 1 x (irr-D6-77) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-919-85-49-b	Δ = 919	bi.bi = 85	b0.bi = 49	5 x (irr-D6-12) + 31 x (irr-D6-32-h) + 1 x (irr-D6-77) + 2 x (irr-D6-352a-h)
vtx-D06-919-85-49-c	Δ = 919	bi.bi = 85	b0.bi = 49	11 x (irr-D6-12) + 21 x (irr-D6-32-h) + 1 x (irr-D6-77) + 2 x (irr-D6-220)
vtx-D06-920-53-41	Δ = 920	bi.bi = 53	b0.bi = 41	5 x (irr-D6-12) + 29 x (irr-D6-32-h) + 7 x (irr-D6-66)
vtx-D06-920-72-46-a	Δ = 920	bi.bi = 72	b0.bi = 46	41 x (irr-D6-32-h) + 2 x (irr-D6-77) + 1 x (irr-D6-352a-h)
vtx-D06-920-72-46-b	Δ = 920	bi.bi = 72	b0.bi = 46	3 x (irr-D6-12) + 36 x (irr-D6-32-h) + 2 x (irr-D6-77) + 1 x (irr-D6-220)
vtx-D06-920-92-52	Δ = 920	bi.bi = 92	b0.bi = 52	2 x (irr-D6-12) + 12 x (irr-D6-32-h) + 5 x (irr-D6-66) + 2 x (irr-D6-220)
vtx-D06-920-163-67	Δ = 920	bi.bi = 163	b0.bi = 67	3 x (irr-D6-12) + 3 x (irr-D6-32-h) + 2 x (irr-D6-66) + 4 x (irr-D6-77) + 1 x (irr-D6-462)
vtx-D06-921-133-61	Δ = 921	bi.bi = 133	b0.bi = 61	5 x (irr-D6-12) + 5 x (irr-D6-32-h) + 3 x (irr-D6-66) + 2 x (irr-D6-77) + 1 x (irr-D6-495)
vtx-D06-922-43-37	Δ = 922	bi.bi = 43	b0.bi = 37	19 x (irr-D6-12) + 31 x (irr-D6-32-h) + 4 x (irr-D6-66)
vtx-D06-922-82-48-a	Δ = 922	bi.bi = 82	b0.bi = 48	10 x (irr-D6-12) + 24 x (irr-D6-32-h) + 2 x (irr-D6-66) + 2 x (irr-D6-352a-h)
vtx-D06-922-82-48-b	Δ = 922	bi.bi = 82	b0.bi = 48	13 x (irr-D6-12) + 19 x (irr-D6-32-h) + 2 x (irr-D6-66) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-922-82-48-c	Δ = 922	bi.bi = 82	b0.bi = 48	16 x (irr-D6-12) + 14 x (irr-D6-32-h) + 2 x (irr-D6-66) + 2 x (irr-D6-220)
vtx-D06-922-121-59-a	Δ = 922	bi.bi = 121	b0.bi = 59	7 x (irr-D6-12) + 7 x (irr-D6-32-h) + 2 x (irr-D6-352a-h) + 2 x (irr-D6-220)
vtx-D06-922-121-59-b	Δ = 922	bi.bi = 121	b0.bi = 59	1 x (irr-D6-12) + 17 x (irr-D6-32-h) + 4 x (irr-D6-352a-h)
vtx-D06-922-121-59-c	Δ = 922	bi.bi = 121	b0.bi = 59	10 x (irr-D6-12) + 2 x (irr-D6-32-h) + 1 x (irr-D6-352a-h) + 3 x (irr-D6-220)
vtx-D06-922-121-59-d	Δ = 922	bi.bi = 121	b0.bi = 59	4 x (irr-D6-12) + 12 x (irr-D6-32-h) + 3 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-923-69-45-a	Δ = 923	bi.bi = 69	b0.bi = 45	5 x (irr-D6-12) + 34 x (irr-D6-32-h) + 2 x (irr-D6-66) + 1 x (irr-D6-77) + 1 x (irr-D6-352a-h)
vtx-D06-923-69-45-b	Δ = 923	bi.bi = 69	b0.bi = 45	8 x (irr-D6-12) + 29 x (irr-D6-32-h) + 2 x (irr-D6-66) + 1 x (irr-D6-77) + 1 x (irr-D6-220)
vtx-D06-923-108-56-a	Δ = 923	bi.bi = 108	b0.bi = 56	5 x (irr-D6-12) + 12 x (irr-D6-32-h) + 1 x (irr-D6-77) + 3 x (irr-D6-220)
vtx-D06-923-108-56-b	Δ = 923	bi.bi = 108	b0.bi = 56	2 x (irr-D6-12) + 17 x (irr-D6-32-h) + 1 x (irr-D6-77) + 1 x (irr-D6-352a-h) + 2 x (irr-D6-220)
vtx-D06-923-123-57	Δ = 923	bi.bi = 123	b0.bi = 57	19 x (irr-D6-12) + 7 x (irr-D6-32-h) + 2 x (irr-D6-77) + 1 x (irr-D6-495)
vtx-D06-924-33-33	Δ = 924	bi.bi = 33	b0.bi = 33	33 x (irr-D6-12) + 33 x (irr-D6-32-h) + 1 x (irr-D6-66)
vtx-D06-924-56-42	Δ = 924	bi.bi = 56	b0.bi = 42	44 x (irr-D6-32-h) + 2 x (irr-D6-66) + 2 x (irr-D6-77)
vtx-D06-926-66-44-a	Δ = 926	bi.bi = 66	b0.bi = 44	10 x (irr-D6-12) + 27 x (irr-D6-32-h) + 4 x (irr-D6-66) + 1 x (irr-D6-352a-h)
vtx-D06-926-66-44-b	Δ = 926	bi.bi = 66	b0.bi = 44	13 x (irr-D6-12) + 22 x (irr-D6-32-h) + 4 x (irr-D6-66) + 1 x (irr-D6-220)
vtx-D06-926-105-55-a	Δ = 926	bi.bi = 105	b0.bi = 55	4 x (irr-D6-12) + 15 x (irr-D6-32-h) + 2 x (irr-D6-66) + 2 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-926-105-55-b	Δ = 926	bi.bi = 105	b0.bi = 55	1 x (irr-D6-12) + 20 x (irr-D6-32-h) + 2 x (irr-D6-66) + 3 x (irr-D6-352a-h)
vtx-D06-926-105-55-c	Δ = 926	bi.bi = 105	b0.bi = 55	10 x (irr-D6-12) + 5 x (irr-D6-32-h) + 2 x (irr-D6-66) + 3 x (irr-D6-220)
vtx-D06-926-105-55-d	Δ = 926	bi.bi = 105	b0.bi = 55	7 x (irr-D6-12) + 10 x (irr-D6-32-h) + 2 x (irr-D6-66) + 1 x (irr-D6-352a-h) + 2 x (irr-D6-220)
vtx-D06-926-120-56	Δ = 926	bi.bi = 120	b0.bi = 56	24 x (irr-D6-12) + 2 x (irr-D6-66) + 1 x (irr-D6-77) + 1 x (irr-D6-495)
vtx-D06-927-53-41	Δ = 927	bi.bi = 53	b0.bi = 41	5 x (irr-D6-12) + 37 x (irr-D6-32-h) + 4 x (irr-D6-66) + 1 x (irr-D6-77)
vtx-D06-927-92-52	Δ = 927	bi.bi = 92	b0.bi = 52	2 x (irr-D6-12) + 20 x (irr-D6-32-h) + 2 x (irr-D6-66) + 1 x (irr-D6-77) + 2 x (irr-D6-220)
vtx-D06-927-146-64	Δ = 927	bi.bi = 146	b0.bi = 64	10 x (irr-D6-12) + 3 x (irr-D6-32-h) + 2 x (irr-D6-77) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-495)
vtx-D06-928-56-40-a	Δ = 928	bi.bi = 56	b0.bi = 40	27 x (irr-D6-12) + 24 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-220)
vtx-D06-928-56-40-b	Δ = 928	bi.bi = 56	b0.bi = 40	24 x (irr-D6-12) + 29 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-352a-h)
vtx-D06-928-133-61	Δ = 928	bi.bi = 133	b0.bi = 61	5 x (irr-D6-12) + 13 x (irr-D6-32-h) + 3 x (irr-D6-77) + 1 x (irr-D6-495)
vtx-D06-929-43-37	Δ = 929	bi.bi = 43	b0.bi = 37	19 x (irr-D6-12) + 39 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-77)
vtx-D06-930-50-40	Δ = 930	bi.bi = 50	b0.bi = 40	10 x (irr-D6-12) + 30 x (irr-D6-32-h) + 6 x (irr-D6-66)
vtx-D06-930-89-51-a	Δ = 930	bi.bi = 89	b0.bi = 51	7 x (irr-D6-12) + 13 x (irr-D6-32-h) + 4 x (irr-D6-66) + 2 x (irr-D6-220)
vtx-D06-930-89-51-b	Δ = 930	bi.bi = 89	b0.bi = 51	4 x (irr-D6-12) + 18 x (irr-D6-32-h) + 4 x (irr-D6-66) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-930-89-51-c	Δ = 930	bi.bi = 89	b0.bi = 51	1 x (irr-D6-12) + 23 x (irr-D6-32-h) + 4 x (irr-D6-66) + 2 x (irr-D6-352a-h)
vtx-D06-930-128-62	Δ = 930	bi.bi = 128	b0.bi = 62	1 x (irr-D6-12) + 1 x (irr-D6-32-h) + 2 x (irr-D6-66) + 1 x (irr-D6-352a-h) + 3 x (irr-D6-220)
vtx-D06-930-160-66	Δ = 930	bi.bi = 160	b0.bi = 66	8 x (irr-D6-12) + 4 x (irr-D6-32-h) + 1 x (irr-D6-66) + 4 x (irr-D6-77) + 1 x (irr-D6-462)
vtx-D06-931-130-60	Δ = 931	bi.bi = 130	b0.bi = 60	10 x (irr-D6-12) + 6 x (irr-D6-32-h) + 2 x (irr-D6-66) + 2 x (irr-D6-77) + 1 x (irr-D6-495)
vtx-D06-932-40-36	Δ = 932	bi.bi = 40	b0.bi = 36	24 x (irr-D6-12) + 32 x (irr-D6-32-h) + 3 x (irr-D6-66)
vtx-D06-932-79-47-a	Δ = 932	bi.bi = 79	b0.bi = 47	15 x (irr-D6-12) + 25 x (irr-D6-32-h) + 1 x (irr-D6-66) + 2 x (irr-D6-352a-h)
vtx-D06-932-79-47-b	Δ = 932	bi.bi = 79	b0.bi = 47	21 x (irr-D6-12) + 15 x (irr-D6-32-h) + 1 x (irr-D6-66) + 2 x (irr-D6-220)
vtx-D06-932-79-47-c	Δ = 932	bi.bi = 79	b0.bi = 47	18 x (irr-D6-12) + 20 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-933-66-44-a	Δ = 933	bi.bi = 66	b0.bi = 44	13 x (irr-D6-12) + 30 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-77) + 1 x (irr-D6-220)
vtx-D06-933-66-44-b	Δ = 933	bi.bi = 66	b0.bi = 44	10 x (irr-D6-12) + 35 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-77) + 1 x (irr-D6-352a-h)
vtx-D06-934-30-32	Δ = 934	bi.bi = 30	b0.bi = 32	38 x (irr-D6-12) + 34 x (irr-D6-32-h)
vtx-D06-934-53-41	Δ = 934	bi.bi = 53	b0.bi = 41	5 x (irr-D6-12) + 45 x (irr-D6-32-h) + 1 x (irr-D6-66) + 2 x (irr-D6-77)
vtx-D06-934-73-47-a	Δ = 934	bi.bi = 73	b0.bi = 47	1 x (irr-D6-12) + 26 x (irr-D6-32-h) + 6 x (irr-D6-66) + 1 x (irr-D6-352a-h)
vtx-D06-934-73-47-b	Δ = 934	bi.bi = 73	b0.bi = 47	4 x (irr-D6-12) + 21 x (irr-D6-32-h) + 6 x (irr-D6-66) + 1 x (irr-D6-220)
vtx-D06-934-112-58	Δ = 934	bi.bi = 112	b0.bi = 58	1 x (irr-D6-12) + 4 x (irr-D6-32-h) + 4 x (irr-D6-66) + 3 x (irr-D6-220)
vtx-D06-935-153-67	Δ = 935	bi.bi = 153	b0.bi = 67	1 x (irr-D6-12) + 2 x (irr-D6-32-h) + 2 x (irr-D6-66) + 2 x (irr-D6-77) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-495)
vtx-D06-936-63-43-a	Δ = 936	bi.bi = 63	b0.bi = 43	18 x (irr-D6-12) + 23 x (irr-D6-32-h) + 3 x (irr-D6-66) + 1 x (irr-D6-220)
vtx-D06-936-63-43-b	Δ = 936	bi.bi = 63	b0.bi = 43	15 x (irr-D6-12) + 28 x (irr-D6-32-h) + 3 x (irr-D6-66) + 1 x (irr-D6-352a-h)
vtx-D06-936-102-54-a	Δ = 936	bi.bi = 102	b0.bi = 54	15 x (irr-D6-12) + 6 x (irr-D6-32-h) + 1 x (irr-D6-66) + 3 x (irr-D6-220)
vtx-D06-936-102-54-b	Δ = 936	bi.bi = 102	b0.bi = 54	9 x (irr-D6-12) + 16 x (irr-D6-32-h) + 1 x (irr-D6-66) + 2 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-936-102-54-c	Δ = 936	bi.bi = 102	b0.bi = 54	6 x (irr-D6-12) + 21 x (irr-D6-32-h) + 1 x (irr-D6-66) + 3 x (irr-D6-352a-h)
vtx-D06-936-102-54-d	Δ = 936	bi.bi = 102	b0.bi = 54	12 x (irr-D6-12) + 11 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-352a-h) + 2 x (irr-D6-220)
vtx-D06-936-117-55	Δ = 936	bi.bi = 117	b0.bi = 55	29 x (irr-D6-12) + 1 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-77) + 1 x (irr-D6-495)
vtx-D06-936-262-86	Δ = 936	bi.bi = 262	b0.bi = 86	6 x (irr-D6-12) + 1 x (irr-D6-66) + 1 x (irr-D6-1728-h)
vtx-D06-937-50-40	Δ = 937	bi.bi = 50	b0.bi = 40	10 x (irr-D6-12) + 38 x (irr-D6-32-h) + 3 x (irr-D6-66) + 1 x (irr-D6-77)
vtx-D06-937-89-51-a	Δ = 937	bi.bi = 89	b0.bi = 51	1 x (irr-D6-12) + 31 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-77) + 2 x (irr-D6-352a-h)
vtx-D06-937-89-51-b	Δ = 937	bi.bi = 89	b0.bi = 51	7 x (irr-D6-12) + 21 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-77) + 2 x (irr-D6-220)
vtx-D06-937-89-51-c	Δ = 937	bi.bi = 89	b0.bi = 51	4 x (irr-D6-12) + 26 x (irr-D6-32-h) + 1 x (irr-D6-66) + 1 x (irr-D6-77) + 1 x (irr-D6-352a-h) + 1 x (irr-D6-220)
vtx-D06-938-53-39-a	Δ = 938	bi.bi = 53	b0.bi = 39	32 x (irr-D6-12) + 25 x (irr-D6-32-h) + 1 x (irr-D6-220)
vtx-D06-938-53-39-b	Δ = 938	bi.bi = 53	b0.bi = 39	29 x (irr-D6-12) + 30 x (irr-D6-32-h) + 1 x (irr-D6-352a-h)
